shortPostcode,Year,Population
B73,2013,23113.316863868724
B73,2014,23283.53811685892
B73,2015,23468.02930709813
B73,2016,23645.887515182258
B73,2017,23806.531639093242
B73,2018,23950.782349663907
B73,2019,24085.2074066415
B73,2020,24220.38693149741
B73,2021,24351.782530600784
B73,2022,24471.59330065134
B73,2023,24581.960186437278
B73,2024,24685.69605842404
B73,2025,24784.438842657735
B74,2011,32470
B74,2012,32695.781162065043
B74,2013,32914.7580619191
B74,2014,33157.16339872852
B74,2015,33419.889987345996
B74,2016,33673.170809085896
B74,2017,33901.93773612373
B74,2018,34107.35945325146
B74,2019,34298.78884670186
B74,2020,34491.29264794178
B74,2021,34678.40791055687
B74,2022,34849.025677476806
B74,2023,35006.194783282226
B74,2024,35153.920925267674
B74,2025,35294.536608968745
B75,2011,26687
B75,2012,26872.568890422845
B75,2013,27052.54537722313
B75,2014,27251.777629253713
B75,2015,27467.71185994157
B75,2016,27675.882641887143
B75,2017,27863.905523989353
B75,2018,28032.74104493139
B75,2019,28190.076315119586
B75,2020,28348.294637992694
B75,2021,28502.084136403806
B75,2022,28642.314390354913
B75,2023,28771.491228255414
B75,2024,28892.90692123865
B75,2025,29008.478548923606
B76,2011,21651
B76,2012,21801.550906679095
B76,2013,21947.564730477683
B76,2014,22109.200638924274
B76,2015,22284.386760579866
B76,2016,22453.27444371786
B76,2017,22605.81625884863
B76,2018,22742.791485135436
B76,2019,22870.43662827047
B76,2020,22998.798186651915
B76,2021,23123.566666814502
B76,2022,23237.33461481523
B76,2023,23342.134993928048
B76,2024,23440.638803602422
B76,2025,23534.40135881683
B77,2011,57313
B77,2012,57711.52774072786
B77,2013,58098.04523568738
B77,2014,58525.91641118964
B77,2015,58989.656755305245
B77,2016,59436.72431725101
B77,2017,59840.52225039913
B77,2018,60203.11340758244
B77,2019,60541.00662676391
B77,2020,60880.796289851794
B77,2021,61211.074609724245
B77,2022,61512.23309680409
B77,2023,61789.65326807068
B77,2024,62050.40560486193
B77,2025,62298.607227281376
B78,2011,24374
B78,2012,24543.48537247223
B78,2013,24707.863042846202
B78,2014,24889.827554068648
B78,2015,25087.04645985745
B78,2016,25277.17478597659
B78,2017,25448.901459201727
B78,2018,25603.103766971097
B78,2019,25746.80256696986
B78,2020,25891.307884229544
B78,2021,26031.76822950149
B78,2022,26159.84452919064
B78,2023,26277.825428017288
B78,2024,26388.71785132352
B78,2025,26494.272722728812
B79,2011,22126
B79,2012,22279.853834057627
B79,2013,22429.07104644355
B79,2014,22594.253075462497
B79,2015,22773.282595011322
B79,2016,22945.87549497489
B79,2017,23101.763915906187
B79,2018,23241.744233527632
B79,2019,23372.189775858504
B79,2020,23503.36745082723
B79,2021,23630.87321924797
B79,2022,23747.13711548667
B79,2023,23854.236703877512
B79,2024,23954.901582767874
B79,2025,24050.721189098946
B8,2011,41929
B8,2012,42220.554614851404
B8,2013,42503.3227834372
B8,2014,42816.344445497016
B8,2015,43155.607246055755
B8,2016,43482.67258559171
B8,2017,43778.082763718274
B8,2018,44043.346920707765
B8,2019,44290.542579407535
B8,2020,44539.125637066565
B8,2021,44780.75039364765
B8,2022,45001.0716855844
B8,2023,45204.026518886385
B8,2024,45394.78751079608
B8,2025,45576.36666083927
B80,2011,7060
B80,2012,7109.091931141953
B80,2013,7156.70440151367
B80,2014,7209.410951494407
B80,2015,7266.53598123384
B80,2016,7321.607203946613
B80,2017,7371.348334371223
B80,2018,7416.013481366043
B80,2019,7457.636256782113
B80,2020,7499.492642268835
B80,2021,7540.177389853144
B80,2022,7577.275062611221
B80,2023,7611.448573143598
B80,2024,7643.568886122263
B80,2025,7674.143161666752
B9,2011,24903
B9,2012,25076.163790542218
B9,2013,25244.109024206078
B9,2014,25430.022793918582
B9,2015,25631.522031255852
B9,2016,25825.77679885021
B9,2017,26001.230534114246
B9,2018,26158.77956465419
B9,2019,26305.597125020533
B9,2020,26453.23870685847
B9,2021,26596.747526843177
B9,2022,26727.603524675247
B9,2023,26848.145016571532
B9,2024,26961.44418854146
B9,2025,27069.289965295626
B90,2011,45359
B90,2012,45674.40522729006
B90,2013,45980.30523346438
B90,2014,46318.93361881512
B90,2015,46685.949797845
B90,2016,47039.77070308985
B90,2017,47359.34689783913
B90,2018,47646.31097751874
B90,2019,47913.72846620111
B90,2020,48182.64684995355
B90,2021,48444.03770911455
B90,2022,48682.38237464339
B90,2023,48901.93991915303
B90,2024,49108.30610561185
B90,2025,49304.7393300343
B91,2011,33166
B91,2012,33396.620819866
B91,2013,33620.2915269975
B91,2014,33867.89286363505
B91,2015,34136.25104158661
B91,2016,34394.960981033044
B91,2017,34628.631566254386
B91,2018,34838.45653300088
B91,2019,35033.989248220336
B91,2020,35230.61940134393
B91,2021,35421.74551159622
B91,2022,35596.02049951327
B91,2023,35756.55855196608
B91,2024,35907.451229055376
B91,2025,36051.0810339716
B92,2011,37245
B92,2012,37503.98427413343
B92,2013,37755.16365926014
B92,2014,38033.21683971801
B92,2015,38334.57969136747
B92,2016,38625.107692775004
B92,2017,38887.516814965464
B92,2018,39123.14760814139
B92,2019,39342.72838298155
B92,2020,39563.54156675675
B92,2021,39778.173779756406
B92,2022,39973.88239475281
B92,2023,40154.164604353144
B92,2024,40323.61517898351
B92,2025,40484.90963969945
B93,2011,19706
B93,2012,19843.026288255427
B93,2013,19975.923078785887
B93,2014,20123.038556678293
B93,2015,20282.48697538159
B93,2016,20436.20277067591
B93,2017,20575.04111573928
B93,2018,20699.711283824257
B93,2019,20815.88952919948
B93,2020,20932.71983123933
B93,2021,21046.279836323803
B93,2022,21149.827533118518
B93,2023,21245.21325529288
B93,2024,21334.868055230214
B93,2025,21420.207527451134
B94,2011,7380
B94,2012,7431.317061165384
B94,2013,7481.087603848567
B94,2014,7536.183119267524
B94,2015,7595.897385482399
B94,2016,7653.464754267138
B94,2017,7705.460440178417
B94,2018,7752.1500697565725
B94,2019,7795.659429894051
B94,2020,7839.412988660623
B94,2021,7881.941804124107
B94,2022,7920.720957800398
B94,2023,7956.443409320077
B94,2024,7990.019600507407
B94,2025,8021.979678909436
B95,2011,5663
B95,2012,5702.37784788341
B95,2013,5740.568983820383
B95,2014,5782.846206559889
B95,2015,5828.667600811222
B95,2016,5872.8415858285625
B95,2017,5912.740172456689
B95,2018,5948.567187673639
B95,2019,5981.95384166531
B95,2020,6015.527880052181
B95,2021,6048.162118801464
B95,2022,6077.919076425967
B95,2023,6105.330491460649
B95,2024,6131.094986134612
B95,2025,6155.6193660791505
B96,2011,5073
B96,2012,5108.275264402709
B96,2013,5142.487454515417
B96,2014,5180.360022228204
B96,2015,5221.407511727942
B96,2016,5260.979227425094
B96,2017,5296.720977374676
B96,2018,5328.815352828603
B96,2019,5358.723616240179
B96,2020,5388.799741392323
B96,2021,5418.033979989376
B96,2022,5444.690707170925
B96,2023,5469.246262260266
B96,2024,5492.326481487004
B96,2025,5514.2957874129515
B97,2011,33494
B97,2012,33726.90157814002
B97,2013,33952.78430939077
B97,2014,34202.8343356025
B97,2015,34473.84648094139
B97,2016,34735.11497011159
B97,2017,34971.09647470676
B97,2018,35182.99653610117
B97,2019,35380.46300066007
B97,2020,35579.03775639552
B97,2021,35772.05403622396
B97,2022,35948.05254208219
B97,2023,36110.17825904698
B97,2024,36262.563211300156
B97,2025,36407.613464145354
B98,2011,50058
B98,2012,50406.07987097788
B98,2013,50743.669820250885
B98,2014,51117.37866995849
B98,2015,51522.416168357435
B98,2016,51912.89141857783
B98,2017,52265.574351551644
B98,2018,52582.26669266591
B98,2019,52877.3874988667
B98,2020,53174.16468650046
B98,2021,53462.634529924726
B98,2022,53725.67069181196
B98,2023,53967.97346663203
B98,2024,54195.71831466121
B98,2025,54412.50118791985
BA1,2011,40723
BA1,2012,41006.1686560756
BA1,2013,41280.80358963756
BA1,2014,41584.82183820208
BA1,2015,41914.326453794
BA1,2016,42231.984442821224
BA1,2017,42518.8977649574
BA1,2018,42776.53215321095
BA1,2019,43016.61774574192
BA1,2020,43258.05083160251
BA1,2021,43492.72575736395
BA1,2022,43706.70996809018
BA1,2023,43903.82723004627
BA1,2024,44089.10138095706
BA1,2025,44265.45778648089
BA10,2011,3739
BA10,2012,3764.99925361753
BA10,2013,3790.2149797818147
BA10,2014,3818.1285478240206
BA10,2015,3848.3821577667604
BA10,2016,3877.5480645264
BA10,2017,3903.8911362909357
BA10,2018,3927.545949975586
BA10,2019,3949.589513329791
BA10,2020,3971.7567973715545
BA10,2021,3993.303577997295
BA10,2022,4012.950631601042
BA10,2023,4031.0490389495626
BA10,2024,4048.0600658939293
BA10,2025,4064.252306157505
BA11,2011,32454
BA11,2012,32679.66990556387
BA11,2013,32898.538901802356
BA11,2014,33140.824790339866
BA11,2015,33403.42191713357
BA11,2016,33656.577931569875
BA11,2017,33885.23213083338
BA11,2018,34090.55262383194
BA11,2019,34281.88768804627
BA11,2020,34474.2966306222
BA11,2021,34661.31968984332
BA11,2022,34831.85338271735
BA11,2023,34988.94504147341
BA11,2024,35136.598389548424
BA11,2025,35277.14478310662
BA12,2011,28508
BA12,2012,28706.231270962435
BA12,2013,28898.488538010155
BA12,2014,29111.31549648761
BA12,2015,29341.984100993526
BA12,2016,29564.359514179887
BA12,2017,29765.212226098414
BA12,2018,29945.56831824124
BA12,2019,30113.639434609697
BA12,2020,30282.65385917846
BA12,2021,30446.9372563645
BA12,2022,30596.736187665814
BA12,2023,30734.727467872188
BA12,2024,30864.428017786606
BA12,2025,30987.885729857753
BA13,2011,20224
BA13,2012,20364.62821748086
BA13,2013,20501.018387565506
BA13,2014,20652.00100326103
BA13,2015,20815.640748508948
BA13,2016,20973.397180257263
BA13,2017,21115.885087014674
BA13,2018,21243.83238628142
BA13,2019,21363.064540674422
BA13,2020,21482.96589196103
BA13,2021,21599.51098192492
BA13,2022,21705.78057595599
BA13,2023,21803.67364635355
BA13,2024,21895.685149141158
BA13,2025,21983.267889737723
BA14,2011,48138
BA14,2012,48472.729090837296
BA14,2013,48797.37060624151
BA14,2014,49156.745663319794
BA14,2015,49546.24774286609
BA14,2016,49921.74611665468
BA14,2017,50260.90171670849
BA14,2018,50565.44716232275
BA14,2019,50849.2484601951
BA14,2020,51134.64260814975
BA14,2021,51412.048044298965
BA14,2022,51664.99532067692
BA14,2023,51898.00444957317
BA14,2024,52117.014028350364
BA14,2025,52325.482084463765
BA15,2011,13139
BA15,2012,13230.362448055823
BA15,2013,13318.971548369418
BA15,2014,13417.060976159346
BA15,2015,13523.373407568188
BA15,2016,13625.863605191858
BA15,2017,13718.434244377264
BA15,2018,13801.55823394737
BA15,2019,13879.020223492942
BA15,2020,13956.91697263034
BA15,2021,14032.63324720686
BA15,2022,14101.67380278312
BA15,2023,14165.272351633672
BA15,2024,14225.049800957564
BA15,2025,14281.950000161394
BA16,2011,13041
BA16,2012,13131.681001986148
BA16,2013,13219.629192654358
BA16,2014,13316.986999778832
BA16,2015,13422.506477517069
BA16,2016,13524.2322304062
BA16,2017,13616.112411973814
BA16,2018,13698.616403752774
BA16,2019,13775.500626727415
BA16,2020,13852.816366547859
BA16,2021,13927.967895336382
BA16,2022,13996.493497381438
BA16,2023,14059.617683054628
BA16,2024,14118.949269677118
BA16,2025,14175.425066755826
BA2,2011,73752
BA2,2012,74264.83684215033
BA2,2013,74762.21855813543
BA2,2014,75312.81536750926
BA2,2015,75909.5696441867
BA2,2016,76484.8689101233
BA2,2017,77004.4875859131
BA2,2018,77471.08020930715
BA2,2019,77905.89082297373
BA2,2020,78343.14183464748
BA2,2021,78768.15337910045
BA2,2022,79155.69269372562
BA2,2023,79512.68486777433
BA2,2024,79848.22839791632
BA2,2025,80167.62131150799
BA20,2011,10865
BA20,2012,10940.550117826815
BA20,2013,11013.823416777057
BA20,2014,11094.936258921633
BA20,2015,11182.848928626865
BA20,2016,11267.60088822662
BA20,2017,11344.150092484892
BA20,2018,11412.887602697176
BA20,2019,11476.94304956624
BA20,2020,11541.358011083694
BA20,2021,11603.969878293823
BA20,2022,11661.06141009503
BA20,2023,11713.652797054558
BA20,2024,11763.084411858126
BA20,2025,11810.136749505558
BA21,2011,33619
BA21,2012,33852.77076955543
BA21,2013,34079.496497802844
BA21,2014,34330.47971363887
BA21,2015,34602.50327947599
BA21,2016,34864.74682570555
BA21,2017,35101.609016037706
BA21,2018,35314.29989094123
BA21,2019,35512.50330265693
BA21,2020,35711.819141704815
BA21,2021,35905.55576054857
BA21,2022,36082.21109489047
BA21,2023,36244.94186692842
BA21,2024,36397.89552160686
BA21,2025,36543.48710369328
BA22,2011,18166
BA22,2012,18292.317850017665
BA22,2013,18414.828917549195
BA22,2014,18550.447499270165
BA22,2015,18697.4352174354
BA22,2016,18839.138309758375
BA22,2017,18967.126606542155
BA22,2018,19082.053952194834
BA22,2019,19189.153008598278
BA22,2020,19296.853164228844
BA22,2021,19401.538592644785
BA22,2022,19496.994162520597
BA22,2023,19584.925606193567
BA22,2024,19667.573992251702
BA22,2025,19746.24428822071
BA3,2011,34710
BA3,2012,34951.35707222906
BA3,2013,35185.44047826338
BA3,2014,35444.56857314034
BA3,2015,35725.419817085916
BA3,2016,35996.17366132959
BA3,2017,36240.7224767741
BA3,2018,36460.31557198518
BA3,2019,36664.95105848543
BA3,2020,36870.73507268431
BA3,2021,37070.75881045362
BA3,2022,37253.14694380105
BA3,2023,37421.1586365176
BA3,2024,37579.0759259637
BA3,2025,37729.39222966755
BA4,2011,17775
BA4,2012,17898.599019270285
BA4,2013,18018.473192196245
BA4,2014,18151.17275677239
BA4,2015,18294.996751619194
BA4,2016,18433.649865460487
BA4,2017,18558.883377258993
BA4,2018,18671.337058255158
BA4,2019,18776.130943952132
BA4,2020,18881.512990981377
BA4,2021,18983.94519895745
BA4,2022,19077.346209336323
BA4,2023,19163.38504074043
BA4,2024,19244.254525612356
BA4,2025,19321.231543714806
BA5,2011,17534
BA5,2012,17655.92321822139
BA5,2013,17774.172092937773
BA5,2014,17905.07246791826
BA5,2015,18046.946444044497
BA5,2016,18183.71964787534
BA5,2017,18307.25519757295
BA5,2018,18418.184190123542
BA5,2019,18521.557241702205
BA5,2020,18625.510480105062
BA5,2021,18726.55387445963
BA5,2022,18818.688519521973
BA5,2023,18903.56080474502
BA5,2024,18983.333831341042
BA5,2025,19059.267166666406
BA6,2011,12870
BA6,2012,12959.491948129877
BA6,2013,13046.286918906646
BA6,2014,13142.36812262507
BA6,2015,13246.503977121743
BA6,2016,13346.895851953666
BA6,2017,13437.571255433091
BA6,2018,13518.99341433158
BA6,2019,13594.86949359572
BA6,2020,13671.171431444742
BA6,2021,13745.337536460329
BA6,2022,13812.964597139715
BA6,2023,13875.261067472815
BA6,2024,13933.81466917755
BA6,2025,13989.54992785426
BA7,2011,3514
BA7,2012,3538.4347090698047
BA7,2013,3562.13304064009
BA7,2014,3588.366867358547
BA7,2015,3616.799920404492
BA7,2016,3644.2107244572794
BA7,2017,3668.9685618952517
BA7,2018,3691.1999112634953
BA7,2019,3711.9169697354596
BA7,2020,3732.750303814828
BA7,2021,3753.0004742130236
BA7,2022,3771.465236546152
BA7,2023,3788.4745447629753
BA7,2024,3804.4619073418744
BA7,2025,3819.679754971242
BA8,2011,4153
BA8,2012,4181.878015585344
BA8,2013,4209.8857478025875
BA8,2014,4240.890039880491
BA8,2015,4274.493474513333
BA8,2016,4306.88877025358
BA8,2017,4336.148673178993
BA8,2018,4362.422661205833
BA8,2019,4386.906993543359
BA8,2020,4411.5287455159305
BA8,2021,4435.461288960354
BA8,2022,4457.283758502039
BA8,2023,4477.386108252883
BA8,2024,4496.280677629709
BA8,2025,4514.265800340228
BA9,2011,7242
BA9,2012,7292.357473842779
BA9,2013,7341.197347841642
BA9,2014,7395.262621915366
BA9,2015,7453.860279900207
BA9,2016,7510.351185691411
BA9,2017,7561.374594549065
BA9,2018,7607.191166013156
BA9,2019,7649.886936489527
BA9,2020,7692.822339279164
BA9,2021,7734.555900469753
BA9,2022,7772.609915500065
BA9,2023,7807.66438621897
BA9,2024,7840.612729928814
BA9,2025,7871.975180848529
BB1,2011,66545
BB1,2012,67007.72274190385
BB1,2013,67456.50062304917
BB1,2014,67953.29345144409
BB1,2015,68491.73326787619
BB1,2016,69010.81464399821
BB1,2017,69479.6565029367
BB1,2018,69900.65398264921
BB1,2019,70292.9751710433
BB1,2020,70687.4982832549
BB1,2021,71070.97796144156
BB1,2022,71420.64717301185
BB1,2023,71742.75429176213
BB1,2024,72045.50871487336
BB1,2025,72333.69074973285
BB10,2011,37432
BB10,2012,37692.28458449087
BB10,2013,37944.7250931246
BB10,2014,38224.17432526043
BB10,2015,38527.05026197523
BB10,2016,38819.03694874357
BB10,2017,39082.76357679655
BB10,2018,39319.57742698212
BB10,2019,39540.26067476885
BB10,2020,39762.18251917946
BB10,2021,39977.89235934601
BB10,2022,40174.583589753995
BB10,2023,40355.77096174379
BB10,2024,40526.07231520234
BB10,2025,40688.17660446315
BB11,2011,22221
BB11,2012,22375.514419533334
BB11,2013,22525.37230963672
BB11,2014,22691.263562770142
BB11,2015,22871.061761897614
BB11,2016,23044.3957052263
BB11,2017,23200.953447317697
BB11,2018,23341.53478320607
BB11,2019,23472.54040537611
BB11,2020,23604.28130366229
BB11,2021,23732.334529734657
BB11,2022,23849.09761562095
BB11,2023,23956.657045867403
BB11,2024,24057.75413860096
BB11,2025,24153.985155155366
BB12,2011,34613
BB12,2012,34853.68257969071
BB12,2013,35087.111820055616
BB12,2014,35345.51575978412
BB12,2015,35625.582141423074
BB12,2016,35895.57934138868
BB12,2017,36139.44474470129
BB12,2018,36358.424168629295
BB12,2019,36562.48778413587
BB12,2020,36767.696717684295
BB12,2021,36967.16147237773
BB12,2022,37149.03990682183
BB12,2023,37316.5820768016
BB12,2024,37474.058053165696
BB12,2025,37623.95428537836
BB18,2011,17179
BB18,2012,17298.454714601645
BB18,2013,17414.3094778475
BB18,2014,17542.55959429496
BB18,2015,17681.561136206252
BB18,2016,17815.565177988505
BB18,2017,17936.59958019309
BB18,2018,18045.282662377795
BB18,2019,18146.562784031146
BB18,2020,18248.41134582667
BB18,2021,18347.408977377778
BB18,2022,18437.678229546476
BB18,2023,18520.832158361733
BB18,2024,18598.990070070016
BB18,2025,18673.386030350295
BB2,2011,59924
BB2,2012,60340.6834110128
BB2,2013,60744.80942723868
BB2,2014,61192.17306761342
BB2,2015,61677.03996309583
BB2,2016,62144.47451689755
BB2,2017,62566.6682137197
BB2,2018,62945.7778834814
BB2,2019,63299.06445487412
BB2,2020,63654.33386619229
BB2,2021,63999.658627416386
BB2,2022,64314.53694786328
BB2,2023,64604.59550949814
BB2,2024,64877.22690254822
BB2,2025,65136.73581015841
BB3,2011,34503
BB3,2012,34742.91769124515
BB3,2013,34975.60509425299
BB3,2014,35233.1878271121
BB3,2015,35512.364158712626
BB3,2016,35781.503308465995
BB3,2017,36024.59370833007
BB3,2018,36242.87721637005
BB3,2019,36446.29231837864
BB3,2020,36650.84909861212
BB3,2021,36849.67995497209
BB3,2022,37030.98038035056
BB3,2023,37197.99010186594
BB3,2024,37354.965620095805
BB3,2025,37504.38548257619
BB4,2011,41401
BB4,2012,41688.883150312744
BB4,2013,41968.09049958462
BB4,2014,42277.17036867137
BB4,2015,42612.16092904563
BB4,2016,42935.10762756284
BB4,2017,43226.79778913639
BB4,2018,43488.72154986338
BB4,2019,43732.80434377283
BB4,2020,43978.2570655201
BB4,2021,44216.83911010055
BB4,2022,44434.385958522245
